player1_id,player2_id,h2h
104678,106415,1
106378,124014,1
106298,104468,1
111577,104180,1
111442,111200,1
103970,106071,1
105777,105449,1
103917,103565,1
105032,105732,1
104745,105238,2
104999,200282,1
106043,105023,1
104527,104678,2
106378,106298,-1
105453,111577,1
111442,103970,1
105777,103917,1
106233,105032,1
104745,104999,2
105683,106043,1
104527,106378,1
105453,111442,1
105777,106233,1
105683,104745,0
105453,104527,1
105777,105683,1
105777,105453,1
104297,105583,1
105952,134770,1
104022,105031,1
105379,104198,1
106026,106368,1
105332,104505,1
111202,106432,1
104534,106000,1
104327,105254,1
104229,105430,0
106421,106329,1
106075,105671,1
105138,104297,2
104022,105952,1
105379,105373,1
105332,106026,1
104534,111202,1
105077,104327,1
106421,104229,1
106075,105227,1
105138,104022,1
105332,105379,1
104534,105077,1
106421,106075,1
105138,105332,1
106421,104534,1
105138,106421,1
104925,105526,1
104547,104252,1
105963,105633,1
103285,104571,1
105676,104898,1
104269,105577,2
111575,122570,1
103333,105011,1
104542,105723,2
104460,105487,1
106210,105551,1
104607,105561,1
104259,104291,1
104597,103893,1
105589,103908,1
104918,104871,1
104925,104547,1
103285,105963,1
104269,105676,0
103333,111575,1
104542,104460,1
104607,106210,1
104597,104259,1
104918,105589,1
104925,103285,1
104269,103333,1
104607,104542,-1
104918,104597,1
104925,104269,2
104918,104607,1
104925,104918,1
104291,106043,1
104229,111575,2
105449,103565,2
105992,104198,2
104871,104677,1
103852,105030,1
105311,105077,-1
105454,105487,1
104898,110686,1
104571,105173,1
104460,111581,1
106210,104547,2
104545,104291,2
105449,104229,2
106058,105992,1
104871,103852,-1
105311,105454,1
104898,103970,2
104571,104460,1
106210,104907,1
105449,104545,2
106058,104871,2
105311,104898,1
104571,106210,2
106058,105449,1
105311,104571,1
106058,105311,1
104180,104678,1
105554,105723,1
103917,105064,1
105881,106378,1
104180,105238,1
103893,104252,1
111442,105932,0
104259,104926,2
105723,105373,0
200282,105332,1
104999,104597,1
104719,105053,1
105554,106329,2
105671,106331,1
104655,103917,2
104180,105881,1
104678,103893,2
104259,111442,1
105723,200282,1
105807,104999,2
105554,104719,1
106233,105671,1
104180,104655,1
104678,104259,1
105723,105807,2
105554,106233,0
104180,105554,1
104918,105011,1
126094,104229,0
200282,105589,1
105023,111460,1
104545,104505,1
104999,104198,1
104291,104424,1
122330,106298,1
104607,104563,1
105992,103917,1
111511,106216,1
103819,103781,1
105041,105077,1
104534,104719,2
104871,104597,1
105453,105723,1
104527,105373,1
105449,105643,1
103893,105902,1
104678,106000,1
106043,104655,0
104327,105032,1
104312,103908,1
106401,105671,1
104542,106329,1
105583,103565,1
111575,105173,1
106058,105732,2
106071,105064,1
103607,105379,1
105554,105487,1
105227,105668,1
104792,106210,1
105238,106432,1
105385,105341,1
104259,105932,1
100644,104898,0
126207,105062,1
104571,104022,1
104745,104252,1
105138,105550,1
106415,106109,1
124014,106421,1
103970,117357,1
104468,111581,1
104297,111577,1
104180,126203,1
105683,104460,1
106233,105526,1
111442,105311,1
105332,103163,0
104926,103852,1
103333,104547,0
106225,106361,1
103285,104098,1
105676,124187,1
105777,106331,1
111202,105952,1
104122,105430,1
104755,106425,1
105807,105166,1
106378,105053,1
104797,104471,1
104918,126094,1
105023,200282,1
104999,104545,3
104291,122330,1
104607,105992,3
103819,111511,1
105041,104534,1
105453,104871,2
104527,105449,1
104327,106043,1
104312,106401,1
104542,105583,2
106058,111575,1
106071,103607,1
105554,105227,1
104792,105238,1
104259,105385,1
100644,126207,1
104745,104571,1
105138,106415,1
103970,124014,1
104468,104297,1
105683,104180,2
106233,111442,1
105332,104926,1
103333,106225,1
105676,103285,1
105777,111202,1
104755,104122,2
105807,106378,1
104797,104925,1
104918,105023,0
104999,104291,2
103819,104607,3
105453,105041,1
104312,104327,0
104542,106058,1
105554,106071,1
104792,104259,1
104745,100644,2
105138,103970,1
105683,104468,1
106233,105332,1
105676,103333,1
105777,104755,2
104797,105807,1
104999,104918,1
103819,105453,1
104527,104312,1
104542,105554,1
104745,104792,1
105683,105138,1
105676,106233,3
105777,104797,2
103819,104999,3
104527,104542,1
105777,105676,3
103819,104527,2
104745,105777,3
103819,104745,4
111797,105497,1
106426,106232,1
144642,144773,1
111797,200572,1
105311,200075,1
105671,104534,1
106393,131951,1
105155,200075,1
106026,110686,1
106368,104907,1
106368,110686,1
106026,104907,1
105877,122669,1
105933,105273,1
105933,122669,1
105271,122635,1
105806,111794,1
106000,128034,1
106000,111794,1
105493,128034,1
104494,125802,1
106078,105657,1
105657,125802,1
106078,104494,1
111202,122109,1
104797,117353,1
104797,126952,1
105373,105226,1
105916,106075,1
105916,105373,1
106175,132040,1
105334,106180,1
106175,132028,1
105467,132040,1
137018,104656,1
105985,200621,1
105985,137018,1
200621,108786,1
105156,108763,1
105656,106198,1
105656,105156,1
123965,108763,1
105707,105132,1
144750,104901,1
144750,144940,1
104901,105707,1
105932,144814,1
105349,106106,1
105932,200325,1
106106,126609,1
105812,202165,1
104604,105177,1
104604,105812,1
202165,200045,1
127143,104895,1
103600,106397,1
106397,104895,1
105827,145003,1
105182,126689,1
105827,105182,1
200272,202219,1
104233,144760,1
105149,126526,1
104233,105149,1
126526,105250,1
108739,106250,1
105688,105499,1
105499,126204,1
104882,200031,1
104813,106033,1
104813,200031,1
103531,105798,1
134770,106342,1
126340,108761,1
202382,144854,1
126340,123915,1
103499,105566,1
103529,103875,1
106085,120792,1
105566,108782,1
104291,106035,1
105113,144826,1
104291,105113,1
106035,144826,1
117356,117365,1
104947,144949,1
104947,117365,1
123795,123315,1
138846,106392,1
122533,124023,1
122533,138846,1
104816,106392,1
103893,105550,1
104312,104122,1
104122,103893,1
104926,105550,0
104327,104259,1
100644,105963,1
104327,100644,0
105074,104999,1
105554,133430,1
105577,106378,1
105577,105554,1
106378,133430,-1
111442,106210,1
106401,105596,1
106210,105032,1
111442,105596,1
105015,105807,1
105138,105302,1
105138,105015,1
105807,105254,1
104755,106121,1
104468,106415,1
103917,106415,1
106034,105732,1
104678,111575,2
104925,106421,2
105583,104505,1
106421,102800,1
106058,103843,1
104545,105967,1
105023,104847,1
105449,134472,1
105732,123921,1
106421,104735,1
104269,106296,1
105379,106432,1
103908,104672,1
104871,104719,1
104932,104999,0
105011,111460,1
104291,106137,1
103852,103898,1
105332,111575,1
104460,104198,0
104542,105732,1
106421,104269,1
100644,105379,2
104871,103908,1
104932,105011,1
104755,104291,1
105332,103852,1
104460,105227,1
104542,106421,1
100644,104871,2
104755,104932,1
105332,104460,1
100644,104542,0
104755,105332,2
100644,104755,3
104268,105561,1
106148,104297,1
104117,106329,1
105051,106006,1
106044,105819,1
104330,105238,1
105952,105877,1
105053,103794,1
104386,104593,1
105589,104547,1
105943,105154,1
103607,105413,1
105077,104268,1
106148,104117,1
103893,105051,1
104330,106044,1
105952,105053,1
105064,104386,1
105943,105589,1
103607,103333,1
105077,106148,1
103893,104330,1
105064,105952,1
103607,105943,1
103893,105077,1
103607,105064,1
103607,103893,1
105430,200247,1
104312,106000,1
104327,109739,1
105649,104559,1
104022,106311,1
104180,106288,1
104678,117356,1
104898,106220,1
105668,104534,1
104978,103843,1
105932,105173,1
105676,105430,2
105138,105649,1
104180,104022,1
104678,104898,1
105777,105668,1
105373,104978,1
105932,106233,1
105676,104327,2
105138,104180,1
105777,104678,1
105932,105373,1
105676,105138,1
105777,105932,1
105238,104386,1
105819,105952,1
105589,103893,1
105561,104297,3
104919,105671,1
105077,105550,2
103990,104926,0
106329,103607,1
104122,106075,1
105311,104547,0
105643,103565,1
106043,105487,1
105238,104655,1
105589,105819,1
105807,105561,1
105077,104919,0
106329,103990,1
104122,103970,1
105311,105643,2
105453,106043,2
105238,105589,1
105807,105077,0
104122,106329,2
105453,105311,1
105238,105807,0
105453,104122,1
105238,105453,1
106415,104198,1
124187,111577,1
105385,105173,1
105992,104505,1
106000,104731,1
104327,105430,1
105985,106071,1
105062,103794,1
105065,126207,1
126203,104229,1
105051,105166,1
104545,106415,1
105385,124187,1
105992,105023,1
106000,104327,2
105062,105985,1
105449,105065,1
105051,126203,1
105932,103333,1
105385,104545,1
105992,106000,0
105062,105449,1
105932,105051,1
105992,105385,1
105932,105062,1
105992,105932,1
106233,100644,1
104468,103917,1
105732,103852,0
105539,104719,1
105676,105723,1
104898,104252,1
104797,105379,0
105777,104999,3
104259,106298,0
105373,104269,1
104755,104678,1
104607,105657,1
104542,126774,1
104180,134868,1
106432,111575,2
105227,105332,1
106233,104468,3
105732,105539,1
105373,104259,1
104607,104755,1
104542,104180,0
105227,106432,4
105732,106233,1
104607,105373,1
104542,105227,1
105676,105732,1
104542,105676,0
104810,104251,1
200059,105359,1
104810,134120,1
111190,105448,1
105385,103333,1
126203,117361,1
105932,103163,1
104327,106071,1
106058,105430,1
106415,106293,1
105449,111578,0
105223,104731,1
106000,104505,1
111577,105062,1
105023,104534,2
106378,105173,1
104229,106216,1
106432,105053,1
105683,105065,1
105385,126203,1
104327,105932,1
106058,104198,1
105449,106415,1
105223,106000,1
105023,111577,1
106378,104229,1
105683,106432,1
105385,104327,1
105223,105023,1
105683,106378,1
106058,105385,1
105683,105223,1
106058,105683,2
105011,126094,1
103898,133430,2
104468,111575,0
104291,105723,1
105613,105539,1
103917,100644,1
106421,105332,1
105526,104871,1
105379,103908,1
104755,104898,3
104022,126774,1
104660,106210,1
104542,105011,1
104468,103898,1
106401,104291,1
105613,103917,1
106421,105526,1
106298,105379,2
104755,104022,1
104792,104660,1
104542,104468,1
106401,105613,1
106298,106421,2
104755,104792,0
104542,106401,1
106298,104755,2
104542,106298,0
106233,104386,1
105583,105487,0
106043,105952,2
105643,103893,1
105963,104655,1
106044,106065,1
105077,103565,1
105238,103970,0
104547,104122,1
103607,105550,1
105807,105154,2
106148,105311,1
134770,104297,1
106329,105671,1
105064,105453,1
106233,105583,1
106043,105643,1
106044,105963,1
105077,104926,1
105238,104547,2
105807,103607,1
134770,106148,1
106329,105064,1
106233,106043,0
105077,106044,1
134770,106329,1
106233,105077,1
105807,134770,1
106233,105807,2
103893,104229,1
111442,103852,1
106415,106058,0
105227,105238,1
106432,106412,1
124014,111578,1
105676,103565,1
105023,106378,1
105173,126203,1
106401,104534,1
105385,106071,1
105223,126207,1
104925,105373,2
104745,103893,1
106415,111442,2
105449,124014,1
105023,105676,1
106233,105173,3
106401,105385,0
104925,105223,3
104745,106415,1
105227,105449,3
105023,106233,0
106401,104925,2
104745,105227,2
105023,106401,0
105023,104745,1
106000,104527,1
104719,106210,0
104898,104797,1
104607,104586,1
104792,105633,1
105554,104460,2
104269,104312,1
105138,111575,1
106298,106361,1
105657,105526,0
105539,104022,1
103819,105332,2
104259,104180,1
106421,103914,1
104198,104678,1
104918,104291,1
106000,104719,1
104898,104607,0
104792,105554,1
104269,105138,1
106298,105657,0
105539,103819,1
104259,106421,1
104918,104198,1
104898,106000,3
104269,104792,1
106298,105539,1
104918,104259,1
104269,104898,2
104918,106298,1
104918,104269,1
104655,105077,2
105671,126197,1
105550,106105,1
105952,105438,1
134770,117361,1
105643,106075,1
106043,105064,1
105589,103607,1
104926,106065,1
105154,104547,1
105077,105671,1
105550,104122,1
105311,105952,1
105643,134770,1
106043,105589,1
104655,105487,1
104926,105561,1
105807,104926,2
104655,105807,0
106378,105671,2
105643,105723,1
105487,103898,1
104547,105657,1
103565,104534,1
104731,105943,1
105732,105064,1
105550,104198,1
106210,105952,1
105385,111578,1
105526,105053,1
104022,106421,1
105967,106432,0
104291,103917,1
126203,105332,1
104871,105430,2
105311,106043,1
105062,111442,1
105985,105932,1
106216,106071,1
106415,111200,1
105238,104678,2
103893,104898,1
104926,104505,1
105373,106329,1
111575,103990,1
105173,104338,1
105376,124187,1
105583,126207,1
105577,104229,1
104925,106378,1
105223,105643,1
100644,105487,1
106401,104547,1
103819,103565,1
105449,104731,1
104269,105732,2
104745,105550,1
105453,105554,1
104180,106210,1
105385,105023,1
106298,105526,3
105777,104022,1
106058,105967,1
104291,104719,0
126203,105227,1
106233,104871,1
104999,105311,1
104545,105062,1
104792,105985,1
104607,106216,1
106415,103333,1
104259,105238,1
104527,103893,1
104926,104542,1
104655,105373,1
105077,106000,1
105676,111575,1
105138,105173,1
105807,105376,1
105583,103852,1
105577,104918,1
106401,100644,2
103819,105449,1
104745,104269,1
105453,104180,1
105385,106298,2
106058,105777,0
104291,126203,0
106233,104999,1
104792,104545,1
106415,104607,1
104527,104259,1
104655,104926,1
105676,105077,1
105807,105138,0
105583,105577,1
105453,105385,2
106058,104291,1
106233,104792,1
104527,106415,1
104655,105676,1
105807,105583,1
103819,106401,3
106058,105453,1
104527,106233,1
103819,106058,2
104527,105807,1
104731,105583,1
124014,105554,1
105526,105379,1
105643,104338,1
105385,104460,1
105332,105373,1
104926,105992,1
104871,105487,1
104678,106329,1
111577,106378,2
106210,103163,1
105550,105065,1
103917,111581,1
126203,106361,1
104534,106328,1
106432,104719,1
105173,103794,1
104312,105430,2
126094,104252,1
105062,104022,1
103990,105932,1
104898,144707,1
126207,104505,1
105985,105041,1
106043,111575,0
105723,104797,1
106000,111202,2
104229,134770,1
105064,103565,1
104291,105238,1
104547,105671,1
105453,104731,2
104269,124014,2
105526,104468,1
105643,105807,1
105332,104655,0
104926,105311,2
104871,105227,0
105683,104678,3
111577,104999,1
106210,105077,2
105550,105777,1
103917,105449,1
104259,126203,1
104745,104534,1
106432,106233,0
105173,103893,1
104180,104312,2
104607,126094,0
105138,105062,3
105023,103990,1
105223,104898,2
103819,126207,3
105676,105985,1
106043,103970,2
103333,105723,1
106401,106000,1
100644,104229,1
104545,105064,1
104291,103852,1
104527,104547,1
105453,104269,3
105643,105526,1
105385,105332,0
104926,104871,1
111577,105683,1
106058,106210,1
103917,105550,1
104745,104259,1
105173,106432,2
104607,104180,1
105138,105023,1
103819,105223,2
105676,106043,2
106401,103333,2
100644,104545,2
104527,104291,1
105453,105643,1
104926,105385,1
106058,111577,2
104745,103917,1
104607,105173,2
103819,105138,2
106401,105676,1
100644,104527,1
104926,105453,1
104745,106058,3
104745,104926,3
106078,105589,1
125802,103781,1
125802,105589,1
105064,105877,1
106329,105933,1
105064,105111,1
106329,105271,1
105053,111797,1
106426,105679,1
105053,106426,1
105062,105842,1
122078,105585,1
105585,104873,1
122078,105842,1
104898,105806,1
106000,105217,1
105671,105085,1
105311,200125,1
105311,105085,1
105155,207277,1
106368,106381,1
105432,122109,1
106368,122109,1
106381,105432,1
105499,200618,1
105985,122047,1
105985,105499,1
108739,104656,1
105656,105703,1
106175,108763,1
105656,106175,1
105334,104763,1
105932,126689,1
105827,106106,1
105932,105827,1
108748,106106,1
134770,126526,1
104233,126340,1
104233,134770,1
200416,202382,1
106397,202165,1
127143,106150,1
106397,104591,1
127143,202165,1
144750,105450,1
105707,104813,1
144750,105798,1
105707,105630,1
105872,104947,1
111200,117356,1
111200,123795,1
105872,105551,1
111442,106058,2
106401,104545,1
104545,105032,2
104871,105554,1
105554,103898,1
104871,106378,0
104327,103893,1
105676,104312,1
105676,103893,1
105561,106167,1
104925,105077,2
104678,105807,1
105583,144719,1
105077,102800,1
104919,106361,1
124014,105815,1
106329,105385,1
104547,104297,2
104216,111577,1
105064,126207,1
104269,104731,2
106044,111511,1
104460,104338,1
103852,106216,2
111202,103607,1
103163,124187,1
104545,104919,2
124014,106329,1
105023,104547,1
105064,104216,1
104269,106044,1
105449,104460,1
103852,111202,1
106058,103163,1
124014,104545,1
105064,105023,1
105449,104269,1
106058,103852,1
105064,124014,1
105449,105064,1
111513,105373,1
105149,105643,1
106432,106043,1
106210,104563,1
106420,103908,1
103893,104198,1
144760,104719,1
105526,106121,1
104871,104291,1
105332,104122,1
105430,104597,1
103990,104660,1
105077,111513,1
106432,105149,1
106210,104999,2
103893,106420,1
105526,144760,1
104259,104871,1
105332,105430,1
103990,105777,0
106432,105077,1
106210,103893,0
104259,105526,1
105332,103990,1
106432,106210,1
104259,105332,1
106432,104259,1
104468,104291,1
111575,103917,1
104597,105373,1
106378,105554,1
103852,106421,1
100644,104312,1
105138,105932,1
106043,106071,2
105526,134770,1
105173,104198,1
103893,104719,1
106298,105992,1
104655,104678,1
105311,104252,1
104871,106432,1
104607,105723,1
105077,105952,1
104122,105732,1
104180,103990,1
104925,104468,1
105807,111575,2
105676,104597,2
106233,104898,0
104745,106378,1
100644,103852,1
106043,105138,1
105526,105777,1
105173,104542,0
106298,103893,2
104655,105311,1
104527,106210,1
104607,103163,1
105077,104122,1
104918,104180,1
104925,105807,1
106043,105526,1
106298,105173,1
104655,104527,1
105227,104607,1
105077,104918,0
105676,104925,1
104745,106043,1
106298,104655,1
105077,105227,0
104745,105676,1
105077,106298,2
104745,105077,2
104547,105053,1
111575,105064,1
105932,106121,1
104297,105952,1
104731,104122,1
111202,104797,2
104597,105731,1
104312,144707,1
105216,103990,1
105526,105732,1
134770,105430,1
103656,104198,1
106071,104460,1
105332,104719,2
111575,104655,0
105676,105932,1
104745,104297,1
104731,103970,1
111202,104259,1
100644,104597,1
105807,104312,1
105216,104755,1
105554,104999,1
106233,106378,1
105138,105526,2
105077,134770,1
103852,103656,1
104918,106071,1
104547,105332,1
104745,104731,2
111202,100644,1
105216,105807,1
105077,105138,1
104918,103852,1
104547,111575,1
104745,111202,2
106233,105216,1
104745,104547,1
106233,104918,1
104745,106233,2
105379,105657,1
104898,106043,2
105916,104022,1
111513,106421,1
104678,105539,2
103893,105062,1
104660,104252,1
105723,105992,1
106216,104468,1
105373,109739,1
103333,106000,1
105379,104898,1
104269,105916,1
111513,104678,0
103893,104660,1
105723,104926,1
105373,106216,1
106298,106210,1
105379,103333,2
111513,104269,1
103893,105723,1
106298,105373,1
105379,111513,1
104122,111200,1
104731,106099,1
106249,106378,1
105155,103908,1
106121,105952,1
106216,105311,1
105223,105216,2
106393,104797,1
104597,105332,1
105671,104291,1
103990,105539,1
104731,106249,1
104180,105155,1
106121,106216,1
105992,105223,1
103970,106393,1
104597,105671,1
105807,103990,1
104731,104755,0
104180,106121,1
103970,105992,1
105807,104597,1
104180,104731,1
105807,103970,0
105807,104180,1
106000,126774,1
104327,104534,1
111442,104629,1
104022,117356,1
105583,106432,1
104678,104571,1
111575,105932,1
111513,104978,1
106071,105633,1
104297,105821,1
105379,105916,1
105227,106000,1
104327,106210,1
106043,111442,2
105583,104022,1
111513,103893,2
106071,104297,1
105683,105379,1
105227,104327,1
106043,105583,1
105683,106071,1
105227,106043,0
105227,105683,1
105657,106329,1
105870,105589,1
105064,105062,1
104871,106075,1
103163,104660,1
105526,109054,1
104259,134770,1
104547,104312,1
105550,105649,1
104999,104460,1
105373,106044,1
111202,109739,1
105138,105657,1
105870,105064,1
105526,103163,2
104547,104259,1
105373,104999,1
111202,104792,1
105138,105870,1
100644,105526,1
105550,104547,1
111202,105373,1
100644,105138,2
105550,111202,1
100644,105550,1
104597,103990,1
103852,124014,1
104468,104792,1
103970,105062,0
106043,105077,1
105992,106071,1
106401,104571,1
104252,104719,1
104180,103163,1
100644,104269,0
104898,105554,1
104607,104797,1
103917,106058,1
104655,105064,1
105332,105807,1
111577,105173,1
103333,105138,1
105777,104259,1
105732,106298,1
106432,104999,1
105657,104198,1
104925,104597,1
103852,104468,2
103970,104542,1
106401,105992,1
105676,104252,1
100644,105227,2
105332,104527,0
106233,111577,2
105777,103333,1
106432,105732,1
104918,105657,1
104925,103852,1
105453,103970,2
104745,106401,1
105676,105683,1
100644,104607,1
106432,104918,1
104925,105453,1
104655,100644,1
104745,104925,1
106233,104655,2
105379,126149,1
105138,105238,1
105807,104468,1
105223,105777,0
106378,105311,0
103970,103852,0
104597,104312,1
106210,105554,1
106058,106043,1
105023,106298,1
105526,106071,1
104655,105173,1
105992,111577,1
104269,105385,1
105676,105064,1
104545,105077,1
104252,106329,1
105332,103917,1
103163,124014,1
